id,name,tvg_name,group,reason
TVSBowlingNetwork.us@SD,TVS Bowling Network (720p),,Sports,no-safe-match
TVSBoxing.us@SD,TVS Boxing (360p),,Sports,no-safe-match
TVSCipherNetwork.us@SD,TVS Cipher Network (360p),,Classic,no-safe-match
TVSClassicSports.us@SD,TVS Classic Sports (360p),,Sports,no-safe-match
TVSComedyNetwork.us@SD,TVS Comedy Network (720p),,Comedy,no-safe-match
TVSDriveInMovie.us@SD,TVS Drive In Movie (360p),,Movies,no-safe-match
TVSFamilyChannel.us@SD,TVS Family Channel (360p),,Family,no-safe-match
TVSFilmNoirNetwork.us@SD,TVS Film Noir Network (720p),,Movies,no-safe-match
TVSFlashbackNetwork.us@SD,TVS Flashback Network (360p),,Entertainment,no-safe-match
TVSHiTops.us@SD,TVS Hi Tops (720p),,Kids,no-safe-match
TVSHollywoodHistory.us@SD,TVS Hollywood History (582p),,Classic,no-safe-match
TVSMainstreet.us@SD,TVS Mainstreet (360p) [Not 24/7],,Classic,no-safe-match
TVSMusicNetwork.us@SD,TVS Music Network (720p),,Music,no-safe-match
TVSNostalgia.us@SD,TVS Nostalgia (472p),,Classic,no-safe-match
TVSNostalgiaMovies.us@SD,TVS Nostalgia Movies (480p),,Classic,no-safe-match
TVSPetParadeNetwork.us@SD,TVS Pet Parade Network (360p),,Classic,no-safe-match
TVSPinballNetwork.us@SD,TVS Pinball Network (480p),,Kids,no-safe-match
TVSQuizShowNetwork.us@SD,TVS Quiz Show Network (720p),,Classic,no-safe-match
TVSSelectNetwork.us@SD,TVS Select Network (720p),,General,no-safe-match
TVSSports.us@SD,TVS Sports (720p) [Not 24/7],,Sports,no-safe-match
TVSSportsBureau.us@SD,TVS Sports Bureau (720p),,Sports,no-safe-match
TVSTalkNetwork.us@SD,TVS Talk Network (360p),,Classic,no-safe-match
TVSTallyHo.us@SD,TVS Tally Ho (360p),,Classic,no-safe-match
TVSTavern.us@SD,TVS Tavern (480p),,Classic,no-safe-match
TVSTelevisionNetwork.us@SD,TVS Television Network (480p),,General,no-safe-match
TVSTravelNetwork.us@SD,TVS Travel Network (720p) [Not 24/7],,Travel,no-safe-match
TVSTurbo.us@SD,TVS Turbo (360p),,Sports,no-safe-match
TVSVintageNetwork.us@SD,TVS Vintage Network (360p),,Entertainment,no-safe-match
TVSWesternMovie.us@SD,TVS Western Movie (270p),,Classic,no-safe-match
TVSWomenSports.us@SD,TVS Women Sports (720p),,Sports,no-safe-match
TVSAGovernmentChannel.us@SD,TVSA Government Channel (720p),,Legislative,no-safe-match
TVSAPublicChannel.us@SD,TVSA Public Channel (720p),,General,no-safe-match
TVSConsumerDirect.us@SD,TVSConsumerDirect (720p),,Shop,no-safe-match
UCTV.us@SD,UCTV University of California (720p) [Not 24/7],,Education,no-safe-match
UniMas.us@Central,UniMas Central (720p),,Undefined,matched-but-zero-programmes
UniversalComedy.us@SD,"like Gecko) Chrome/124.0.0.0 Safari/537.36"" group-title=""Comedy;Movies;Series"",Universal Comedy (1080p)",,Comedy;Movies;Series,no-safe-match
USANetwork.us@East,USA Network (1080p),,Comedy;Movies;Series;Sports,matched-but-zero-programmes
VCAT.us@SD,Vallejo Community Access Television (V-CAT) (Vallejo CA) (480p),,General,no-safe-match
VallenatoInternacional.us@SD,Vallenato Internacional (720p) [Not 24/7],,Music,no-safe-match
VSCTV.us@SD,Valley Shore Community Television (VSCTV) (Clinton CT) (1080p),,General,no-safe-match
VBSTV.us@SD,VBS TV (480p) [Not 24/7],,General,no-safe-match
VegasLifeTV.us@HD,Vegas Life TV (1080p),,General,no-safe-match
VelayatTVNetwork.us@SD,Velayat TV (480p),,Religious,no-safe-match
VenevisionInternacional.ve@SD,Venevisión Internacional (720p),,General,no-safe-match
VevoRetroRock.us@SD,Vevo Retro Rock (1080p),,Music,no-safe-match
VICETV.us@SD,VICE TV (1080p),,Undefined,no-safe-match
VidaMejorTV.us@SD,Vida Mejor TV (480p),,Religious,no-safe-match
WHOHTV.us@SD,Village of Hastings-On-Hudson NY (WHOH-TV) (360p),,General,no-safe-match
VisionLatinaNetwork.us@SD,Vision Latina Network (1080p),,General,no-safe-match
VoATVPersian.us@SD,VOA Persian (1080p),,News,no-safe-match
VoATV.us@SD,VOA TV Africa (1080p),,News,no-safe-match
VSiN.us@SD,VSiN (720p),,Undefined,no-safe-match
KVTNDT251.us@HD,VTN Victory Television Network (720p),,Religious,no-safe-match
W14DKD141.us@HD,W14DK-D 14.1 TV Delmarva,,Religious,no-safe-match
W14DKD142.us@SD,W14DK-D 14.2 NEWSNET,,News,no-safe-match
WATCDT573.us@SD,WATC The Loop (1080p),,Religious,no-safe-match
WATCDT572.us@HD,WATC The POINT Network (1080p),,Undefined,no-safe-match
WATCDT571.us@HD,WATC TV57 (1080p),,Undefined,no-safe-match
WatchitKID.us@SD,Watch it KID! (720p),,Kids,no-safe-match
WBBJTV71.us@HD,WBBJ (Jackson TN) (432p),,Undefined,no-safe-match
WBTSCD151.us@HD,WBTS-CD1 (1080p),,Undefined,no-safe-match
WBTV641.us@HD,WBTV News (720p),,Undefined,no-safe-match
WCAU621.us@HD,WCAU-DT1 (1080p),,Undefined,no-safe-match
WCBITV41.us@HD,WCBI (Columbus MI) (720p),,Undefined,no-safe-match
WCCADT1.us@SD,WCCA 194 Worcester MA (WCCA-TV) (480p),,Undefined,no-safe-match
WCETVDigitalChannel318.us@SD,WCETV Digital Channel 31.8,,General,no-safe-match
WCOT.us@SD,WCOT 13 (Tallahassee FL) (720p),,General,no-safe-match
WDEFTV121.us@HD,WDEF-TV News Chattanooga TN (720p),,Undefined,no-safe-match
WEDQ34.us@HD,WEDQ-DT4 (1080p),,Undefined,no-safe-match
WeHoTV.us@SD,West Hollywood WeHoTV (West Hollywood CA) (360p),,Undefined,no-safe-match
Westerns4U.us@SD,Westerns 4U (1080p),,Classic,no-safe-match
WFLD501.us@HD,WFLD-DT1 (1080p),,Undefined,no-safe-match
WFTXTV361.us@HD,WFTX News Fort Myers FL (720p),,Undefined,no-safe-match
WFUTDT681.us@HD,WFUT-DT1 (720p) [Geo-blocked],,Undefined,no-safe-match
WFXT662.us@SD,WFXT-DT2 (1080p),,Undefined,no-safe-match
WGALDT3.us@SD,WGAL-DT3 (1080p) [Geo-blocked],,News,no-safe-match
WGBODT661.us@HD,WGBO-DT 66.1 (2160p),,Undefined,no-safe-match
WGGSTV162.us@SD,WGGS-DT2 (720p),,News,no-safe-match
WGNDT1.us@SD,WGN-DT1 (720p),,Undefined,no-safe-match
WGTV83.us@SD,WGTV-DT3 (1080p),,Undefined,no-safe-match
WHBQTV131.us@HD,WHBQ-DT1 (1080p),,Undefined,no-safe-match
WHIOTV71.us@HD,WHIO-DT1 (1080p),,Undefined,no-safe-match
Whiplash.us@HD,Whiplash (720p),,General,no-safe-match
WhiplashCinema.us@SD,Whiplash Cinema (480p),,Movies,no-safe-match
WhiplashII.us@SD,Whiplash II (480p),,General,no-safe-match
WhitePlainsCommunityMedia.us@SD,White Plains Community Media (360p),,Undefined,no-safe-match
CityTVWhittier.us@SD,Whittier CityTV (Whittier CA) (720p),,Legislative,no-safe-match
WHPSCD152.us@SD,WHPS Detroit,,General,no-safe-match
WildNOut.us@SD,Wild 'N Out,,Series,no-safe-match
WindowTV.us@SD,Window TV (720p),,Undefined,no-safe-match
WineWatchesWhiskey.us@HD,Wine Watches Whiskey (1080p),,Undefined,no-safe-match
WCATDT15.us@SD,Winthrop Community Access TV (WCAT 15) (360p) [Not 24/7],,Undefined,no-safe-match
Wired2FishTV.us@SD,Wired2Fish (720p) [Geo-blocked],,Undefined,no-safe-match
WITI61.us@HD,WITI-DT1 (1080p),,Undefined,no-safe-match
WITN22.us@SD,WITN 22 (Wilmington DE) (1080p) [Not 24/7],,General,no-safe-match
WJAXTV471.us@HD,WJAX-DT1 (1080p),,Undefined,no-safe-match
WJXT71.us@HD,WJXT News4JAX (Jacksonville FL) (720p),,Undefined,no-safe-match
WLMB.us@SD,WLMB (1080p),,Religious,no-safe-match
WLNGRadio.us@SD,WLNG Radio (410p) [Not 24/7],,Undefined,no-safe-match
WLTVDT231.us@HD,WLTV-DT 23.1 (720p),,Undefined,no-safe-match
WMBCTV631.us@HD,WMBC-DT1 (720p),,Undefined,no-safe-match
WMGTTV411.us@HD,WMGT-TV News (Macon GA) (720p),,Undefined,no-safe-match
WMPT222.us@SD,WMPT-DT2 (PBS Create),,Undefined,no-safe-match
WNBC471.us@HD,WNBC-DT1 (1080p),,Undefined,no-safe-match
WNYW51.us@HD,WNYW-DT1 (1080p),,Undefined,no-safe-match
WPIXHD.us@SD,WPIX-HD (576p),,Undefined,no-safe-match
WPSTV.us@SD,WPS TV (360p),,Education,no-safe-match
WPTVTV51.us@HD,WPTV News West Palm Beach FL (720p),,Undefined,no-safe-match
WPXI111.us@HD,WPXI-DT1 (1080p),,Undefined,no-safe-match
WRCDT1.us@SD,WRC-DT1 (1080p),,Undefined,no-safe-match
WSBDT1.us@SD,WSB-DT1 (1080p),,Undefined,no-safe-match
WSBSTV221.us@HD,WSBS-DT1 (1080p),,Undefined,no-safe-match
WSLFLD351.us@HD,WSLF-LD 35.1 (720p),,Undefined,no-safe-match
WSOCNow.us@SD,WSOC Now (1080p) [Geo-blocked],,News,no-safe-match
WSOCTV91.us@HD,WSOC-DT1 (1080p),,Undefined,no-safe-match
WTNH81.us@HD,WTNH-DT1 (720p),,Undefined,no-safe-match
WTTG51.us@HD,WTTG-DT1 (1080p),,Undefined,no-safe-match
WTVJ61.us@HD,WTVJ-DT1 (1080p),,Undefined,no-safe-match
WTVQDT361.us@HD,WTVQ ABC 36 News (Lexington KY) (720p),,Undefined,no-safe-match
WTVT131.us@HD,WTVT-DT1 (1080p),,Undefined,no-safe-match
WTXFTV291.us@HD,WTXF-DT1 (1080p),,Undefined,no-safe-match
WVCULP.us@SD,WVCU-LP Concord University Radio The Cure 97.7 (1080p),,Music,no-safe-match
WVIT301.us@HD,WVIT-DT1 (1080p),,Undefined,no-safe-match
WVVHCD181.us@HD,WVVH-CD 18.1 (720p),,Undefined,no-safe-match
WWONTVChannel48.us@SD,WWON TV CH 48,,Entertainment,no-safe-match
WWORTV91.us@HD,WWOR-DT1,,Undefined,no-safe-match
WXTVDT681.us@HD,WXTV-DT1,,Undefined,no-safe-match
WXXVTV251.us@HD,WXXV-TV News (Biloxi MS) (720p),,Undefined,no-safe-match
YouDotGov.us@SD,YouDotGov,,Legislative,no-safe-match
YoungHollywood.us@SD,Young Hollywood (1080p) [Geo-blocked],,Entertainment,no-safe-match
YuGiOhenespanol.us@SD,Yu-Gi-Oh! en espanol (1080p),,Undefined,no-safe-match
Yuma77.us@SD,Yuma77,,Legislative,no-safe-match
YumaChannel72.us@SD,Yuma AZ CH 72 (1080p),,Legislative,no-safe-match
YumaChannel73.us@SD,Yuma AZ CH 73 (1080p),,Legislative,no-safe-match
ZarinTV.us@SD,Zarin TV (1080p),,General,no-safe-match
ZoomNews.us@SD,Zoom TV Kurdish (720p),,News,no-safe-match
